user_id,branches_of_interest,tags_followed,active_hours,buddies
stu_0686,"[""DS""]","[""project"", ""design"", ""python"", ""internships"", ""events""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_4940"", ""stu_4998"", ""stu_1385"", ""stu_3836""]"
stu_0687,"[""CSE""]","[""design"", ""internships"", ""ML"", ""python"", ""career""]","[""20:00-23:00"", ""06:00-09:00""]","[""stu_4385"", ""stu_0691""]"
stu_0688,"[""IT""]","[""project"", ""ML"", ""clubs""]","[""08:00-11:00"", ""06:00-09:00""]","[""stu_1281"", ""stu_1523"", ""stu_3649""]"
stu_0689,"[""CSE"", ""DS""]","[""clubs"", ""project"", ""events""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_3120"", ""stu_4200"", ""stu_2719"", ""stu_3713""]"
stu_0690,"[""ECE""]","[""project"", ""career"", ""python""]","[""08:00-11:00"", ""17:00-19:00""]","[""stu_2453"", ""stu_4951"", ""stu_2658"", ""stu_4589""]"
stu_0691,"[""Mech""]","[""coding"", ""python"", ""clubs""]","[""12:00-14:00"", ""06:00-09:00""]","[""stu_0400"", ""stu_2624""]"
stu_0692,"[""Mech"", ""IT""]","[""design"", ""career"", ""coding"", ""startups""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_4412"", ""stu_0005"", ""stu_0733""]"
stu_0693,"[""AI""]","[""career"", ""project"", ""startups"", ""python"", ""design""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_0489"", ""stu_2581"", ""stu_3346""]"
stu_0694,"[""Mech"", ""DS""]","[""internships"", ""coding"", ""ML""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_4131"", ""stu_1022"", ""stu_0100"", ""stu_1870""]"
stu_0695,"[""IT"", ""DS""]","[""startups"", ""events"", ""ML"", ""internships""]","[""06:00-09:00"", ""08:00-11:00""]","[""stu_2457"", ""stu_3899""]"
stu_0696,"[""IT"", ""AI""]","[""internships"", ""ML"", ""project""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_4517"", ""stu_1274"", ""stu_4573"", ""stu_0983""]"
stu_0697,"[""DS""]","[""events"", ""python"", ""startups"", ""design""]","[""20:00-23:00"", ""06:00-09:00""]","[""stu_0086"", ""stu_0675"", ""stu_0087""]"
stu_0698,"[""DS"", ""CSE""]","[""startups"", ""internships"", ""events"", ""design""]","[""20:00-23:00"", ""06:00-09:00""]","[""stu_4656"", ""stu_0110"", ""stu_4238""]"
stu_0699,"[""ECE""]","[""events"", ""python"", ""startups"", ""clubs""]","[""12:00-14:00"", ""06:00-09:00""]","[""stu_0500"", ""stu_0624"", ""stu_0066"", ""stu_1965""]"
stu_0700,"[""ECE""]","[""python"", ""startups"", ""internships"", ""design"", ""coding""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_2790"", ""stu_4457"", ""stu_0314"", ""stu_2818""]"
stu_0701,"[""AI"", ""Mech""]","[""design"", ""clubs"", ""startups"", ""career"", ""ML""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_4598"", ""stu_0924"", ""stu_3736"", ""stu_0480""]"
stu_0702,"[""ECE"", ""CSE""]","[""clubs"", ""events"", ""coding""]","[""20:00-23:00"", ""17:00-19:00""]","[""stu_0909"", ""stu_0785""]"
stu_0703,"[""AI"", ""ECE""]","[""events"", ""clubs"", ""python"", ""project""]","[""08:00-11:00"", ""17:00-19:00""]","[""stu_4676"", ""stu_2388""]"
stu_0704,"[""IT""]","[""ML"", ""startups"", ""internships"", ""career"", ""clubs""]","[""20:00-23:00"", ""12:00-14:00""]","[""stu_4806"", ""stu_2941"", ""stu_3078"", ""stu_4615""]"
stu_0705,"[""CSE""]","[""python"", ""clubs"", ""ML""]","[""20:00-23:00"", ""12:00-14:00""]","[""stu_3533"", ""stu_4859"", ""stu_2397"", ""stu_4054""]"
stu_0706,"[""CSE""]","[""design"", ""internships"", ""python"", ""events"", ""coding""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_0512"", ""stu_4433""]"
stu_0707,"[""Mech"", ""DS""]","[""project"", ""clubs"", ""design"", ""python""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_0579"", ""stu_1616"", ""stu_2603""]"
stu_0708,"[""IT"", ""DS""]","[""project"", ""clubs"", ""internships"", ""design""]","[""06:00-09:00"", ""12:00-14:00""]","[""stu_0405"", ""stu_1037"", ""stu_3249""]"
stu_0709,"[""AI"", ""ECE""]","[""coding"", ""events"", ""internships"", ""career"", ""python""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_4899"", ""stu_2779"", ""stu_2491""]"
stu_0710,"[""ECE"", ""DS""]","[""startups"", ""internships"", ""design"", ""python""]","[""17:00-19:00"", ""08:00-11:00""]","[""stu_2932"", ""stu_3273""]"
stu_0711,"[""IT""]","[""clubs"", ""startups"", ""events"", ""python""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_0305"", ""stu_4062"", ""stu_1801"", ""stu_0295""]"
stu_0712,"[""CSE"", ""AI""]","[""events"", ""ML"", ""startups"", ""python""]","[""08:00-11:00"", ""06:00-09:00""]","[""stu_4062"", ""stu_2793""]"
stu_0713,"[""Mech""]","[""startups"", ""project"", ""clubs"", ""design"", ""ML""]","[""17:00-19:00"", ""20:00-23:00""]","[""stu_2960"", ""stu_4554""]"
stu_0714,"[""CSE""]","[""events"", ""internships"", ""career"", ""clubs""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_2795"", ""stu_2546"", ""stu_0848"", ""stu_3526""]"
stu_0715,"[""Mech""]","[""project"", ""coding"", ""startups"", ""events"", ""internships""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_3498"", ""stu_5000"", ""stu_0684""]"
stu_0716,"[""IT"", ""CSE""]","[""design"", ""internships"", ""startups"", ""career"", ""clubs""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_0276"", ""stu_2283"", ""stu_1145"", ""stu_1507""]"
stu_0717,"[""ECE"", ""Mech""]","[""ML"", ""internships"", ""events"", ""design""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_2249"", ""stu_3929""]"
stu_0718,"[""Mech"", ""CSE""]","[""coding"", ""clubs"", ""internships""]","[""20:00-23:00"", ""06:00-09:00""]","[""stu_4502"", ""stu_2417"", ""stu_0872"", ""stu_1464""]"
stu_0719,"[""DS""]","[""ML"", ""career"", ""events""]","[""06:00-09:00"", ""08:00-11:00""]","[""stu_0550"", ""stu_1427"", ""stu_1244"", ""stu_1158""]"
stu_0720,"[""DS"", ""Mech""]","[""design"", ""internships"", ""startups"", ""coding"", ""clubs""]","[""08:00-11:00"", ""20:00-23:00""]","[""stu_3194"", ""stu_2465"", ""stu_1342""]"
stu_0721,"[""ECE"", ""AI""]","[""python"", ""startups"", ""design""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_4805"", ""stu_2691"", ""stu_4978""]"
stu_0722,"[""AI"", ""Mech""]","[""career"", ""startups"", ""events"", ""design""]","[""06:00-09:00"", ""08:00-11:00""]","[""stu_3823"", ""stu_1018"", ""stu_4412""]"
stu_0723,"[""DS"", ""AI""]","[""career"", ""project"", ""design"", ""coding""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_2024"", ""stu_1672"", ""stu_0405""]"
stu_0724,"[""CSE"", ""ECE""]","[""project"", ""coding"", ""design"", ""ML""]","[""06:00-09:00"", ""08:00-11:00""]","[""stu_2350"", ""stu_4192"", ""stu_1634"", ""stu_4828""]"
stu_0725,"[""AI""]","[""design"", ""events"", ""internships""]","[""20:00-23:00"", ""08:00-11:00""]","[""stu_0028"", ""stu_4838"", ""stu_0477"", ""stu_1195""]"
stu_0726,"[""CSE""]","[""ML"", ""internships"", ""coding"", ""startups"", ""events""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_4684"", ""stu_2271""]"
stu_0727,"[""ECE"", ""DS""]","[""career"", ""startups"", ""ML"", ""internships"", ""design""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_0278"", ""stu_4818"", ""stu_3571"", ""stu_0470""]"
stu_0728,"[""AI""]","[""clubs"", ""internships"", ""coding""]","[""17:00-19:00"", ""20:00-23:00""]","[""stu_4563"", ""stu_4156"", ""stu_1506""]"
stu_0729,"[""ECE"", ""CSE""]","[""ML"", ""events"", ""internships"", ""python""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_0329"", ""stu_1024"", ""stu_0067"", ""stu_3657""]"
stu_0730,"[""ECE""]","[""internships"", ""design"", ""career"", ""events"", ""clubs""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_2893"", ""stu_1952"", ""stu_2618""]"
stu_0731,"[""ECE""]","[""internships"", ""events"", ""career"", ""python"", ""coding""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_3180"", ""stu_4399"", ""stu_0916""]"
stu_0732,"[""Mech""]","[""clubs"", ""internships"", ""python"", ""events""]","[""17:00-19:00"", ""20:00-23:00""]","[""stu_4554"", ""stu_0704"", ""stu_0283""]"
stu_0733,"[""Mech""]","[""python"", ""startups"", ""project"", ""coding""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_1336"", ""stu_2108"", ""stu_1228""]"
stu_0734,"[""Mech""]","[""python"", ""coding"", ""startups"", ""project""]","[""20:00-23:00"", ""12:00-14:00""]","[""stu_4300"", ""stu_2711"", ""stu_3093""]"
stu_0735,"[""Mech"", ""DS""]","[""career"", ""events"", ""project"", ""ML""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_3629"", ""stu_3258"", ""stu_2947""]"
stu_0736,"[""IT"", ""AI""]","[""internships"", ""project"", ""clubs"", ""events""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_0197"", ""stu_3498""]"
stu_0737,"[""ECE""]","[""startups"", ""clubs"", ""events""]","[""12:00-14:00"", ""06:00-09:00""]","[""stu_1334"", ""stu_0689""]"
stu_0738,"[""Mech"", ""IT""]","[""startups"", ""career"", ""project""]","[""20:00-23:00"", ""17:00-19:00""]","[""stu_2486"", ""stu_3825"", ""stu_4357"", ""stu_2266""]"
stu_0739,"[""Mech""]","[""career"", ""project"", ""clubs"", ""internships"", ""events""]","[""06:00-09:00"", ""08:00-11:00""]","[""stu_3137"", ""stu_4498"", ""stu_2417""]"
stu_0740,"[""AI""]","[""events"", ""python"", ""project"", ""career"", ""startups""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_3542"", ""stu_1753"", ""stu_1205""]"
stu_0741,"[""CSE""]","[""python"", ""project"", ""career"", ""clubs"", ""events""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_4738"", ""stu_1573"", ""stu_0519""]"
stu_0742,"[""Mech"", ""CSE""]","[""coding"", ""project"", ""clubs"", ""events""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_0510"", ""stu_0770"", ""stu_1424"", ""stu_1097""]"
stu_0743,"[""ECE"", ""CSE""]","[""python"", ""internships"", ""design"", ""startups"", ""project""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_4106"", ""stu_3090"", ""stu_1333""]"
stu_0744,"[""IT"", ""DS""]","[""project"", ""ML"", ""startups""]","[""12:00-14:00"", ""06:00-09:00""]","[""stu_1959"", ""stu_1227""]"
stu_0745,"[""ECE"", ""CSE""]","[""startups"", ""coding"", ""python""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_4835"", ""stu_2661"", ""stu_2877"", ""stu_3951""]"
stu_0746,"[""AI"", ""Mech""]","[""project"", ""python"", ""events""]","[""08:00-11:00"", ""17:00-19:00""]","[""stu_3693"", ""stu_4765"", ""stu_2870""]"
stu_0747,"[""ECE""]","[""coding"", ""ML"", ""project"", ""clubs""]","[""06:00-09:00"", ""12:00-14:00""]","[""stu_1574"", ""stu_4788"", ""stu_2533"", ""stu_4259""]"
stu_0748,"[""Mech"", ""IT""]","[""startups"", ""internships"", ""ML""]","[""08:00-11:00"", ""20:00-23:00""]","[""stu_0028"", ""stu_3785""]"
stu_0749,"[""CSE""]","[""python"", ""coding"", ""ML""]","[""08:00-11:00"", ""20:00-23:00""]","[""stu_4148"", ""stu_2646"", ""stu_3358"", ""stu_4875""]"
stu_0750,"[""AI"", ""Mech""]","[""design"", ""coding"", ""events"", ""internships""]","[""08:00-11:00"", ""12:00-14:00""]","[""stu_4155"", ""stu_0956"", ""stu_3686""]"
stu_0751,"[""DS"", ""AI""]","[""python"", ""events"", ""design"", ""project""]","[""20:00-23:00"", ""12:00-14:00""]","[""stu_4663"", ""stu_2473""]"
stu_0752,"[""Mech"", ""DS""]","[""coding"", ""design"", ""project"", ""clubs"", ""startups""]","[""06:00-09:00"", ""20:00-23:00""]","[""stu_2910"", ""stu_1394""]"
stu_0753,"[""ECE""]","[""ML"", ""clubs"", ""coding"", ""startups"", ""events""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_3796"", ""stu_0023""]"
stu_0754,"[""DS""]","[""project"", ""clubs"", ""coding"", ""internships"", ""events""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_1904"", ""stu_3086"", ""stu_4519"", ""stu_0232""]"
stu_0755,"[""AI"", ""DS""]","[""project"", ""clubs"", ""career""]","[""08:00-11:00"", ""20:00-23:00""]","[""stu_0692"", ""stu_2428"", ""stu_4091"", ""stu_2973""]"
stu_0756,"[""AI""]","[""coding"", ""project"", ""career"", ""startups""]","[""20:00-23:00"", ""17:00-19:00""]","[""stu_4466"", ""stu_4429"", ""stu_2023"", ""stu_4319""]"
stu_0757,"[""ECE"", ""IT""]","[""internships"", ""career"", ""events"", ""clubs"", ""python""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_3275"", ""stu_2680"", ""stu_0635"", ""stu_0932""]"
stu_0758,"[""IT""]","[""career"", ""startups"", ""coding""]","[""08:00-11:00"", ""17:00-19:00""]","[""stu_4164"", ""stu_2688""]"
stu_0759,"[""IT""]","[""coding"", ""python"", ""career""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_1302"", ""stu_1123""]"
stu_0760,"[""CSE""]","[""career"", ""events"", ""ML"", ""project"", ""coding""]","[""08:00-11:00"", ""12:00-14:00""]","[""stu_3424"", ""stu_4447"", ""stu_1975"", ""stu_1473""]"
stu_0761,"[""ECE""]","[""startups"", ""coding"", ""clubs""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_0445"", ""stu_2929"", ""stu_2748""]"
stu_0762,"[""ECE"", ""IT""]","[""coding"", ""python"", ""ML"", ""career"", ""startups""]","[""08:00-11:00"", ""12:00-14:00""]","[""stu_1660"", ""stu_0321"", ""stu_2223"", ""stu_0888""]"
stu_0763,"[""DS""]","[""internships"", ""clubs"", ""design""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_3687"", ""stu_4463"", ""stu_4352"", ""stu_0942""]"
stu_0764,"[""DS"", ""IT""]","[""ML"", ""coding"", ""python"", ""design""]","[""20:00-23:00"", ""17:00-19:00""]","[""stu_4491"", ""stu_4190"", ""stu_1785""]"
stu_0765,"[""IT""]","[""clubs"", ""career"", ""python"", ""ML""]","[""17:00-19:00"", ""20:00-23:00""]","[""stu_4794"", ""stu_2560""]"
stu_0766,"[""Mech""]","[""clubs"", ""ML"", ""project"", ""events"", ""internships""]","[""08:00-11:00"", ""20:00-23:00""]","[""stu_4240"", ""stu_1618"", ""stu_3692""]"
stu_0767,"[""CSE""]","[""career"", ""startups"", ""clubs""]","[""17:00-19:00"", ""08:00-11:00""]","[""stu_3782"", ""stu_3013""]"
stu_0768,"[""IT""]","[""project"", ""events"", ""career"", ""internships""]","[""08:00-11:00"", ""06:00-09:00""]","[""stu_0040"", ""stu_4234"", ""stu_3301""]"
stu_0769,"[""AI""]","[""startups"", ""python"", ""events""]","[""20:00-23:00"", ""12:00-14:00""]","[""stu_4304"", ""stu_1530"", ""stu_2214"", ""stu_4385""]"
stu_0770,"[""Mech""]","[""career"", ""events"", ""clubs"", ""startups"", ""internships""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_0964"", ""stu_0768"", ""stu_3153""]"
stu_0771,"[""IT""]","[""design"", ""internships"", ""clubs""]","[""20:00-23:00"", ""06:00-09:00""]","[""stu_3394"", ""stu_4133"", ""stu_2134"", ""stu_1948""]"
stu_0772,"[""CSE""]","[""coding"", ""startups"", ""python"", ""clubs""]","[""08:00-11:00"", ""17:00-19:00""]","[""stu_4006"", ""stu_4144"", ""stu_4268""]"
stu_0773,"[""IT""]","[""ML"", ""career"", ""python"", ""project"", ""internships""]","[""08:00-11:00"", ""12:00-14:00""]","[""stu_2789"", ""stu_0613"", ""stu_3489"", ""stu_1575""]"
stu_0774,"[""Mech"", ""ECE""]","[""python"", ""career"", ""events""]","[""12:00-14:00"", ""06:00-09:00""]","[""stu_1646"", ""stu_4322"", ""stu_0377""]"
stu_0775,"[""AI"", ""Mech""]","[""coding"", ""design"", ""clubs""]","[""20:00-23:00"", ""17:00-19:00""]","[""stu_0909"", ""stu_4817""]"
stu_0776,"[""Mech""]","[""ML"", ""events"", ""project"", ""career"", ""internships""]","[""08:00-11:00"", ""06:00-09:00""]","[""stu_4842"", ""stu_4990"", ""stu_1968""]"
stu_0777,"[""AI"", ""ECE""]","[""ML"", ""design"", ""startups"", ""events""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_0619"", ""stu_3495"", ""stu_0683"", ""stu_0844""]"
stu_0778,"[""AI""]","[""python"", ""design"", ""project""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_3032"", ""stu_3203"", ""stu_0047"", ""stu_1735""]"
stu_0779,"[""DS"", ""CSE""]","[""career"", ""project"", ""clubs""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_2992"", ""stu_3620"", ""stu_2597"", ""stu_0659""]"
stu_0780,"[""Mech""]","[""clubs"", ""project"", ""design""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_2238"", ""stu_3153"", ""stu_2217"", ""stu_4275""]"
stu_0781,"[""ECE"", ""Mech""]","[""career"", ""clubs"", ""internships"", ""startups"", ""coding""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_0757"", ""stu_4092""]"
stu_0782,"[""Mech"", ""IT""]","[""events"", ""career"", ""project"", ""internships"", ""ML""]","[""17:00-19:00"", ""08:00-11:00""]","[""stu_3669"", ""stu_1955"", ""stu_4827""]"
stu_0783,"[""DS""]","[""ML"", ""coding"", ""project""]","[""17:00-19:00"", ""06:00-09:00""]","[""stu_4683"", ""stu_4128"", ""stu_4228"", ""stu_4313""]"
stu_0784,"[""ECE""]","[""internships"", ""clubs"", ""startups"", ""coding""]","[""06:00-09:00"", ""20:00-23:00""]","[""stu_2986"", ""stu_2363"", ""stu_1284"", ""stu_4125""]"
stu_0785,"[""Mech"", ""AI""]","[""internships"", ""project"", ""events"", ""coding""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_0983"", ""stu_2179"", ""stu_3602""]"
stu_0786,"[""CSE"", ""IT""]","[""coding"", ""python"", ""ML"", ""career""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_3986"", ""stu_1700"", ""stu_0160""]"
stu_0787,"[""DS""]","[""project"", ""startups"", ""career"", ""coding""]","[""06:00-09:00"", ""12:00-14:00""]","[""stu_4373"", ""stu_2056"", ""stu_4796""]"
stu_0788,"[""DS"", ""ECE""]","[""events"", ""coding"", ""design""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_4140"", ""stu_2066""]"
stu_0789,"[""Mech""]","[""clubs"", ""design"", ""project"", ""startups""]","[""20:00-23:00"", ""06:00-09:00""]","[""stu_1572"", ""stu_0556"", ""stu_3394"", ""stu_2037""]"
stu_0790,"[""ECE"", ""AI""]","[""coding"", ""startups"", ""project"", ""clubs"", ""internships""]","[""20:00-23:00"", ""08:00-11:00""]","[""stu_3369"", ""stu_1202"", ""stu_3878""]"
stu_0791,"[""ECE""]","[""career"", ""events"", ""python"", ""coding"", ""clubs""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_4385"", ""stu_1510""]"
stu_0792,"[""Mech"", ""IT""]","[""coding"", ""startups"", ""design"", ""clubs"", ""events""]","[""06:00-09:00"", ""12:00-14:00""]","[""stu_3148"", ""stu_1003"", ""stu_3532"", ""stu_1424""]"
stu_0793,"[""AI"", ""Mech""]","[""python"", ""clubs"", ""ML"", ""startups""]","[""20:00-23:00"", ""17:00-19:00""]","[""stu_4235"", ""stu_2372"", ""stu_1702"", ""stu_4362""]"
stu_0794,"[""ECE""]","[""startups"", ""python"", ""project"", ""events"", ""coding""]","[""17:00-19:00"", ""20:00-23:00""]","[""stu_4826"", ""stu_4506"", ""stu_3457""]"
stu_0795,"[""DS"", ""IT""]","[""ML"", ""events"", ""internships"", ""design"", ""coding""]","[""08:00-11:00"", ""12:00-14:00""]","[""stu_1675"", ""stu_4562""]"
stu_0796,"[""IT""]","[""startups"", ""internships"", ""events""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_2946"", ""stu_4681"", ""stu_3650""]"
stu_0797,"[""DS""]","[""events"", ""startups"", ""internships"", ""clubs""]","[""06:00-09:00"", ""08:00-11:00""]","[""stu_4355"", ""stu_3531"", ""stu_2951""]"
stu_0798,"[""Mech"", ""AI""]","[""startups"", ""career"", ""python""]","[""08:00-11:00"", ""06:00-09:00""]","[""stu_2657"", ""stu_3448"", ""stu_3003"", ""stu_3592""]"
stu_0799,"[""ECE"", ""DS""]","[""ML"", ""python"", ""career"", ""design""]","[""08:00-11:00"", ""12:00-14:00""]","[""stu_3256"", ""stu_3503"", ""stu_0901""]"
stu_0800,"[""CSE"", ""ECE""]","[""project"", ""startups"", ""clubs"", ""design""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_1221"", ""stu_1983""]"
stu_0801,"[""IT""]","[""events"", ""python"", ""ML"", ""internships"", ""career""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_3485"", ""stu_2342"", ""stu_3272"", ""stu_3119""]"
stu_0802,"[""IT"", ""DS""]","[""internships"", ""events"", ""clubs"", ""project"", ""design""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_4212"", ""stu_1000""]"
stu_0803,"[""ECE""]","[""events"", ""coding"", ""career""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_2107"", ""stu_0891""]"
stu_0804,"[""CSE""]","[""coding"", ""clubs"", ""python"", ""startups""]","[""06:00-09:00"", ""12:00-14:00""]","[""stu_0835"", ""stu_0599""]"
stu_0805,"[""Mech"", ""AI""]","[""python"", ""startups"", ""events""]","[""08:00-11:00"", ""20:00-23:00""]","[""stu_0806"", ""stu_2889""]"
stu_0806,"[""IT""]","[""coding"", ""project"", ""python"", ""ML""]","[""06:00-09:00"", ""08:00-11:00""]","[""stu_1753"", ""stu_0178"", ""stu_3087"", ""stu_3064""]"
stu_0807,"[""DS""]","[""ML"", ""events"", ""internships"", ""design""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_4039"", ""stu_1036"", ""stu_3941"", ""stu_1058""]"
stu_0808,"[""AI""]","[""ML"", ""python"", ""project"", ""career"", ""design""]","[""20:00-23:00"", ""08:00-11:00""]","[""stu_2754"", ""stu_2967""]"
stu_0809,"[""AI""]","[""python"", ""career"", ""coding""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_4731"", ""stu_1558"", ""stu_3333""]"
stu_0810,"[""Mech""]","[""project"", ""startups"", ""coding""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_3944"", ""stu_2467"", ""stu_0933"", ""stu_0784""]"
stu_0811,"[""CSE""]","[""events"", ""career"", ""python"", ""ML"", ""coding""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_3419"", ""stu_1417"", ""stu_0841""]"
stu_0812,"[""CSE""]","[""career"", ""events"", ""ML"", ""internships"", ""design""]","[""20:00-23:00"", ""12:00-14:00""]","[""stu_2387"", ""stu_3024""]"
stu_0813,"[""IT"", ""DS""]","[""ML"", ""internships"", ""startups""]","[""17:00-19:00"", ""20:00-23:00""]","[""stu_1363"", ""stu_3483"", ""stu_4696"", ""stu_0999""]"
stu_0814,"[""AI"", ""DS""]","[""internships"", ""python"", ""design""]","[""12:00-14:00"", ""06:00-09:00""]","[""stu_4627"", ""stu_3488""]"
stu_0815,"[""Mech""]","[""startups"", ""python"", ""design""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_3321"", ""stu_4924"", ""stu_4949""]"
stu_0816,"[""IT""]","[""python"", ""events"", ""clubs"", ""career"", ""startups""]","[""17:00-19:00"", ""08:00-11:00""]","[""stu_3965"", ""stu_0286"", ""stu_3573"", ""stu_1835""]"
stu_0817,"[""Mech"", ""DS""]","[""project"", ""clubs"", ""startups"", ""coding""]","[""06:00-09:00"", ""20:00-23:00""]","[""stu_1878"", ""stu_2376""]"
stu_0818,"[""Mech""]","[""events"", ""project"", ""design""]","[""12:00-14:00"", ""17:00-19:00""]","[""stu_2274"", ""stu_3471""]"
stu_0819,"[""Mech"", ""ECE""]","[""project"", ""python"", ""ML"", ""design""]","[""08:00-11:00"", ""12:00-14:00""]","[""stu_3689"", ""stu_3034"", ""stu_2434""]"
stu_0820,"[""IT""]","[""python"", ""ML"", ""startups"", ""project""]","[""12:00-14:00"", ""20:00-23:00""]","[""stu_0675"", ""stu_2914""]"
stu_0821,"[""IT""]","[""ML"", ""internships"", ""clubs"", ""career"", ""project""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_0212"", ""stu_1850""]"
stu_0822,"[""CSE""]","[""events"", ""design"", ""startups"", ""career""]","[""06:00-09:00"", ""08:00-11:00""]","[""stu_4121"", ""stu_1660"", ""stu_4384"", ""stu_1391""]"
stu_0823,"[""IT"", ""ECE""]","[""startups"", ""design"", ""events"", ""ML"", ""internships""]","[""20:00-23:00"", ""17:00-19:00""]","[""stu_0272"", ""stu_1526""]"
stu_0824,"[""ECE""]","[""clubs"", ""python"", ""ML"", ""coding""]","[""06:00-09:00"", ""20:00-23:00""]","[""stu_0575"", ""stu_0779""]"
stu_0825,"[""AI"", ""DS""]","[""project"", ""career"", ""design""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_4129"", ""stu_3421"", ""stu_3337""]"
stu_0826,"[""IT"", ""CSE""]","[""career"", ""python"", ""ML"", ""internships"", ""project""]","[""17:00-19:00"", ""08:00-11:00""]","[""stu_0814"", ""stu_0472""]"
stu_0827,"[""DS""]","[""startups"", ""coding"", ""design"", ""ML"", ""project""]","[""06:00-09:00"", ""17:00-19:00""]","[""stu_4286"", ""stu_4021"", ""stu_1608"", ""stu_1389""]"
stu_0828,"[""DS""]","[""project"", ""design"", ""ML""]","[""17:00-19:00"", ""20:00-23:00""]","[""stu_2103"", ""stu_4219"", ""stu_0747"", ""stu_2431""]"
stu_0829,"[""Mech"", ""ECE""]","[""events"", ""internships"", ""ML""]","[""20:00-23:00"", ""17:00-19:00""]","[""stu_0718"", ""stu_2250"", ""stu_4987""]"
stu_0830,"[""IT"", ""ECE""]","[""python"", ""startups"", ""clubs"", ""ML""]","[""08:00-11:00"", ""17:00-19:00""]","[""stu_1851"", ""stu_2244""]"
stu_0831,"[""IT"", ""AI""]","[""startups"", ""events"", ""project"", ""career""]","[""17:00-19:00"", ""12:00-14:00""]","[""stu_1841"", ""stu_4304""]"
stu_0832,"[""ECE""]","[""ML"", ""python"", ""project"", ""design"", ""clubs""]","[""12:00-14:00"", ""08:00-11:00""]","[""stu_4782"", ""stu_3418"", ""stu_0435""]"
stu_0833,"[""Mech"", ""DS""]","[""python"", ""project"", ""coding"", ""clubs""]","[""06:00-09:00"", ""20:00-23:00""]","[""stu_4841"", ""stu_3752"", ""stu_1742""]"
stu_0834,"[""DS"", ""Mech""]","[""design"", ""startups"", ""coding"", ""career""]","[""06:00-09:00"", ""20:00-23:00""]","[""stu_0596"", ""stu_0201"", ""stu_2182""]"
